DATA,SPEI_1,SPEI_2,SPEI_3,SPEI_4,SPEI_5,SPEI_6,SPEI_7,SPEI_8,SPEI_9,SPEI_10,SPEI_11,SPEI_12,SPEI_13,SPEI_14,SPEI_15,SPEI_16,SPEI_17,SPEI_18,SPEI_19,SPEI_20,SPEI_21,SPEI_22,SPEI_23,SPEI_24,SPEI_25,SPEI_26,SPEI_27,SPEI_28,SPEI_29,SPEI_30,SPEI_31,SPEI_32,SPEI_33,SPEI_34,SPEI_35,SPEI_36,SPEI_37,SPEI_38,SPEI_39,SPEI_40,SPEI_41,SPEI_42,SPEI_43,SPEI_44,SPEI_45,SPEI_46,SPEI_47,SPEI_48
Aug1973,0.64965,-0.40826,-0.61758,-0.7596,-1.52709,-1.74528,-1.61579,-1.51924,-1.5559,-1.2285,-1.01459,-1.12245,-1.45911,-1.64942,-1.38491,-1.37325,-1.81821,-1.90854,-1.48178,-1.53472,-1.44051,-1.56819,-1.58936,-1.57839,-1.27917,-1.05301,-0.75464,-0.52526,-0.50049,-0.76856,-0.89818,-0.88391,-0.93261,-1.07757,-1.12136,-1.1014,-0.95518,-0.96399,-0.97574,-1.02981,-0.99122,-0.61326,-0.72217,-0.27135,-0.42837,-0.47742,-0.40661,-0.39951
Sep1973,0.47842,0.63387,-0.11083,-0.31277,-0.51175,-1.31746,-1.58087,-1.46485,-1.36733,-1.39805,-1.06744,-0.85319,-0.95253,-1.2462,-1.47114,-1.21728,-1.18097,-1.61034,-1.76165,-1.35591,-1.43686,-1.34242,-1.48468,-1.51127,-1.50689,-1.20555,-0.98359,-0.68195,-0.44535,-0.42907,-0.70267,-0.83827,-0.82575,-0.87406,-1.03005,-1.0769,-1.05572,-0.90249,-0.91441,-0.92675,-0.98002,-0.94151,-0.56604,-0.67284,-0.2233,-0.38594,-0.43522,-0.36135
Oct1973,-1.24848,-0.55548,-0.00591,-0.5526,-0.6693,-0.825,-1.51204,-1.70484,-1.60667,-1.52744,-1.55069,-1.25277,-1.06445,-1.15577,-1.43071,-1.58513,-1.36583,-1.33277,-1.71339,-1.78499,-1.44793,-1.51836,-1.42864,-1.54991,-1.58031,-1.5739,-1.3178,-1.11655,-0.84577,-0.62516,-0.60664,-0.84729,-0.97384,-0.95574,-1.00346,-1.14671,-1.18841,-1.1655,-1.02951,-1.03194,-1.04301,-1.09259,-1.05658,-0.70082,-0.80348,-0.37851,-0.53325,-0.57193
Nov1973,0.347,-0.407,-0.17754,0.11639,-0.38802,-0.52457,-0.66688,-1.38548,-1.6217,-1.50817,-1.43178,-1.46365,-1.19521,-1.03015,-1.09535,-1.30308,-1.43868,-1.25686,-1.237,-1.54388,-1.63893,-1.35476,-1.42531,-1.35179,-1.47059,-1.49284,-1.48478,-1.25437,-1.08415,-0.84005,-0.63411,-0.62028,-0.84772,-0.97156,-0.96387,-1.01446,-1.15901,-1.19885,-1.17916,-1.04469,-1.0446,-1.0531,-1.10051,-1.07754,-0.73398,-0.83503,-0.42662,-0.57834
Dec1973,-1.13611,-0.34589,-0.82217,-0.57819,-0.25696,-0.66793,-0.78406,-0.91546,-1.52939,-1.73416,-1.61567,-1.5326,-1.56622,-1.31243,-1.15712,-1.20676,-1.3891,-1.49695,-1.33017,-1.30904,-1.57949,-1.66258,-1.41681,-1.47474,-1.40961,-1.52116,-1.54588,-1.52881,-1.32387,-1.16625,-0.94442,-0.75392,-0.73684,-0.94578,-1.06126,-1.04973,-1.09662,-1.23507,-1.27195,-1.25312,-1.12701,-1.12409,-1.13124,-1.17932,-1.15291,-0.82572,-0.92152,-0.53488
Jan1974,-0.90298,-1.29884,-0.71717,-1.02444,-0.8004,-0.48596,-0.84463,-0.94455,-1.07566,-1.66972,-1.84346,-1.70589,-1.60994,-1.62497,-1.38658,-1.23831,-1.2893,-1.46712,-1.55999,-1.39578,-1.37848,-1.63624,-1.69318,-1.45984,-1.51299,-1.45822,-1.56492,-1.5877,-1.57166,-1.38226,-1.22705,-1.01579,-0.83095,-0.80826,-1.00748,-1.11701,-1.10185,-1.14792,-1.28195,-1.31797,-1.30047,-1.17828,-1.172,-1.17978,-1.22766,-1.19839,-0.88421,-0.97957
Feb1974,-0.56422,-0.98839,-1.27032,-0.83154,-1.08047,-0.88536,-0.60793,-0.9143,-1.00551,-1.12229,-1.70648,-1.90601,-1.77639,-1.67378,-1.67714,-1.44346,-1.29756,-1.34904,-1.51073,-1.59221,-1.43186,-1.41156,-1.65768,-1.71198,-1.49222,-1.54038,-1.48328,-1.58707,-1.61389,-1.59448,-1.41765,-1.27503,-1.08178,-0.9122,-0.88937,-1.07581,-1.17794,-1.16144,-1.20515,-1.33423,-1.36993,-1.35078,-1.23428,-1.22573,-1.23333,-1.27779,-1.24471,-0.94504
Mar1974,1.47637,0.8517,0.3922,-0.14813,-0.03427,-0.33582,-0.22728,-0.03426,-0.36267,-0.47964,-0.60963,-1.29772,-1.62371,-1.48884,-1.36879,-1.41678,-1.12821,-0.96118,-1.02308,-1.19615,-1.32659,-1.13522,-1.11535,-1.38349,-1.49583,-1.24339,-1.31345,-1.24905,-1.35953,-1.38617,-1.36433,-1.16684,-1.02742,-0.81661,-0.6329,-0.62509,-0.83563,-0.94202,-0.93731,-0.97658,-1.11011,-1.1501,-1.13217,-0.99597,-1.00054,-1.01136,-1.06084,-1.03657
Apr1974,-0.87483,0.2898,0.02127,-0.31836,-0.63785,-0.46264,-0.70916,-0.59082,-0.38734,-0.69879,-0.82623,-0.94144,-1.67808,-1.98544,-1.83893,-1.67345,-1.67684,-1.37459,-1.19537,-1.24975,-1.45381,-1.56864,-1.36424,-1.35491,-1.63466,-1.71135,-1.43914,-1.49786,-1.43983,-1.53555,-1.5549,-1.52876,-1.34521,-1.19588,-0.98988,-0.80482,-0.79037,-0.98793,-1.09204,-1.08221,-1.12847,-1.25964,-1.29763,-1.2805,-1.14677,-1.13842,-1.14853,-1.20447
May1974,-0.93074,-1.21288,-0.19677,-0.44478,-0.70988,-0.96473,-0.76996,-1.01244,-0.88916,-0.68767,-0.9957,-1.12442,-1.27931,-1.98624,-2.24379,-2.00804,-1.81525,-1.8271,-1.54907,-1.37705,-1.43202,-1.65574,-1.75295,-1.54874,-1.53488,-1.81592,-1.86039,-1.60148,-1.64477,-1.58883,-1.67685,-1.69556,-1.66604,-1.49663,-1.33978,-1.1405,-0.96714,-0.9427,-1.13688,-1.24151,-1.23153,-1.27447,-1.3971,-1.43637,-1.41476,-1.28516,-1.26509,-1.27542
Jun1974,-0.09644,-0.79404,-1.13966,-0.27135,-0.50202,-0.71581,-0.9492,-0.75777,-0.99965,-0.88958,-0.69097,-1.00066,-1.12839,-1.29246,-2.00899,-2.22679,-2.00234,-1.8041,-1.81855,-1.54826,-1.37469,-1.43391,-1.64519,-1.73883,-1.55028,-1.54803,-1.83096,-1.86011,-1.60636,-1.64595,-1.59416,-1.67187,-1.68676,-1.65718,-1.49687,-1.34574,-1.15087,-0.97824,-0.95567,-1.15011,-1.25128,-1.24206,-1.28354,-1.40397,-1.44372,-1.42374,-1.29806,-1.27733
Jul1974,1.32183,1.00219,0.22244,-0.43322,0.21478,-0.0135,-0.24151,-0.47377,-0.34003,-0.55241,-0.44748,-0.25456,-0.56496,-0.69017,-0.81954,-1.54727,-1.84462,-1.68071,-1.51021,-1.57369,-1.29388,-1.1211,-1.17123,-1.35219,-1.47103,-1.28972,-1.30742,-1.61018,-1.67879,-1.41369,-1.47689,-1.42088,-1.50808,-1.52596,-1.49902,-1.32357,-1.17802,-0.97576,-0.79446,-0.77916,-0.98308,-1.08074,-1.08253,-1.12227,-1.24616,-1.29371,-1.27973,-1.14176
Aug1974,-0.017,0.75391,0.61958,0.06037,-0.45985,0.10661,-0.132,-0.31593,-0.50976,-0.38129,-0.56965,-0.47791,-0.28934,-0.59176,-0.71835,-0.83321,-1.55265,-1.80281,-1.66503,-1.50016,-1.60022,-1.31662,-1.14389,-1.19541,-1.38717,-1.52087,-1.33056,-1.35938,-1.69815,-1.75766,-1.4687,-1.5294,-1.47725,-1.57269,-1.58796,-1.56728,-1.38363,-1.22652,-1.00895,-0.8192,-0.80393,-1.01581,-1.11806,-1.11927,-1.1584,-1.289,-1.33981,-1.32066
Sep1974,-0.03346,-0.04522,0.51758,0.45239,0.00596,-0.44962,0.05926,-0.15928,-0.32686,-0.49696,-0.36723,-0.54063,-0.45483,-0.27275,-0.56188,-0.6851,-0.78647,-1.47858,-1.75486,-1.63493,-1.48662,-1.58891,-1.30874,-1.13747,-1.19576,-1.40518,-1.54746,-1.34717,-1.38839,-1.73661,-1.80803,-1.49839,-1.55603,-1.51075,-1.61366,-1.62675,-1.60589,-1.4152,-1.24821,-1.0234,-0.83165,-0.81514,-1.02818,-1.12771,-1.12396,-1.16296,-1.28831,-1.33888
Oct1974,-0.84826,-0.64148,-0.44512,0.13656,0.12907,-0.23279,-0.63327,-0.1737,-0.36996,-0.51325,-0.66943,-0.52308,-0.69547,-0.61584,-0.44746,-0.70768,-0.81853,-0.90776,-1.52199,-1.71926,-1.62582,-1.50671,-1.58845,-1.34393,-1.19556,-1.2476,-1.43582,-1.56679,-1.40588,-1.43177,-1.72154,-1.80191,-1.53193,-1.58164,-1.54428,-1.64094,-1.65352,-1.62934,-1.45878,-1.29776,-1.08948,-0.91087,-0.89694,-1.09265,-1.18425,-1.18123,-1.21795,-1.33313
Nov1974,-1.3901,-1.41722,-1.16069,-0.90659,-0.2986,-0.27745,-0.59144,-0.88666,-0.44375,-0.61747,-0.76025,-0.93447,-0.8129,-0.97698,-0.90452,-0.76998,-0.97315,-1.07214,-1.1451,-1.65884,-1.8011,-1.7195,-1.61301,-1.68189,-1.48631,-1.35237,-1.39955,-1.57639,-1.69305,-1.56386,-1.58619,-1.81786,-1.88041,-1.66445,-1.70577,-1.68962,-1.7881,-1.80133,-1.78121,-1.6253,-1.46377,-1.26823,-1.10893,-1.09725,-1.26908,-1.3483,-1.33926,-1.37034
Dec1974,-1.12248,-1.73563,-1.57283,-1.35167,-1.14498,-0.58588,-0.55491,-0.84404,-1.04951,-0.60052,-0.75216,-0.89141,-1.06322,-0.95476,-1.10732,-1.03165,-0.90651,-1.07893,-1.16525,-1.2269,-1.67744,-1.80464,-1.73903,-1.64279,-1.71309,-1.53489,-1.41303,-1.44947,-1.61916,-1.72376,-1.61291,-1.63894,-1.84346,-1.91354,-1.71491,-1.75479,-1.74085,-1.8417,-1.8508,-1.83202,-1.68358,-1.52279,-1.33527,-1.18653,-1.17061,-1.32989,-1.40688,-1.40023
Jan1975,-1.13882,-1.38576,-1.72557,-1.63524,-1.49944,-1.32371,-0.79869,-0.75808,-1.03966,-1.22756,-0.76642,-0.89534,-1.02104,-1.17802,-1.05947,-1.2068,-1.13828,-1.02086,-1.17264,-1.25333,-1.31421,-1.74496,-1.83937,-1.77886,-1.6846,-1.75932,-1.58998,-1.47425,-1.5086,-1.67414,-1.76622,-1.6655,-1.69868,-1.88557,-1.9448,-1.758,-1.78872,-1.77667,-1.8817,-1.89251,-1.86988,-1.72551,-1.56456,-1.38711,-1.24586,-1.22578,-1.37773,-1.45478
Feb1975,-1.0061,-1.36168,-1.45752,-1.7374,-1.67922,-1.56843,-1.43505,-0.92971,-0.88574,-1.14205,-1.31882,-0.86046,-0.97718,-1.10313,-1.2573,-1.15242,-1.29922,-1.23431,-1.11923,-1.25288,-1.32762,-1.38166,-1.79045,-1.8762,-1.82078,-1.72645,-1.78951,-1.63405,-1.53089,-1.55909,-1.7129,-1.79553,-1.71156,-1.74715,-1.90113,-1.95238,-1.78696,-1.81121,-1.7978,-1.90384,-1.91781,-1.89669,-1.76672,-1.61524,-1.44982,-1.31683,-1.29043,-1.42606
Mar1975,-0.25941,-0.71642,-1.0198,-1.30808,-1.55197,-1.58506,-1.52112,-1.49941,-1.00662,-0.97502,-1.22015,-1.4427,-0.9291,-1.04167,-1.16347,-1.31411,-1.19557,-1.34539,-1.28749,-1.18027,-1.32572,-1.39773,-1.44781,-1.88882,-1.97689,-1.88941,-1.7783,-1.83249,-1.67187,-1.56722,-1.58849,-1.74861,-1.82905,-1.73527,-1.77238,-1.93151,-1.99201,-1.82643,-1.84452,-1.83503,-1.94647,-1.9653,-1.94318,-1.7967,-1.63268,-1.46924,-1.34039,-1.30571
Apr1975,-0.06752,-0.28266,-0.60569,-0.90691,-1.16303,-1.37581,-1.4976,-1.51492,-1.55701,-1.04435,-1.03053,-1.28941,-1.52438,-0.96656,-1.10362,-1.22607,-1.36797,-1.24512,-1.40021,-1.32452,-1.22294,-1.37271,-1.44402,-1.51534,-1.98454,-2.06336,-1.95977,-1.83858,-1.92158,-1.72574,-1.6068,-1.62734,-1.79807,-1.86686,-1.76507,-1.80996,-1.95649,-2.01767,-1.85335,-1.88497,-1.88346,-1.9937,-2.01403,-2.00211,-1.85535,-1.67624,-1.50492,-1.37624
May1975,0.64874,0.2912,0.03668,-0.31226,-0.63052,-0.88659,-1.1381,-1.28161,-1.29819,-1.37945,-0.85485,-0.84196,-1.1393,-1.34882,-0.81472,-0.94564,-1.06972,-1.23849,-1.13107,-1.28733,-1.2121,-1.10153,-1.2618,-1.33674,-1.41125,-1.88015,-1.97644,-1.8994,-1.78316,-1.86288,-1.66273,-1.54366,-1.56659,-1.73897,-1.81329,-1.70918,-1.77183,-1.9316,-1.99768,-1.82617,-1.87528,-1.84884,-1.94745,-1.97106,-1.94635,-1.78955,-1.61455,-1.44483
Jun1975,1.23805,1.08116,0.59735,0.30598,-0.06237,-0.35961,-0.62055,-0.87032,-1.01667,-1.04588,-1.10524,-0.62205,-0.61079,-0.89975,-1.13466,-0.62846,-0.77284,-0.90492,-1.09031,-0.98825,-1.14536,-1.07057,-0.94777,-1.11792,-1.19868,-1.28461,-1.75802,-1.86358,-1.79293,-1.68455,-1.76612,-1.56051,-1.44122,-1.46581,-1.63074,-1.71447,-1.60967,-1.6593,-1.82899,-1.90908,-1.73525,-1.79078,-1.75965,-1.85713,-1.88164,-1.86049,-1.70473,-1.54027
Jul1975,1.11509,1.38421,1.37511,0.88952,0.6144,0.29025,0.00741,-0.24669,-0.50802,-0.63723,-0.65715,-0.67938,-0.29778,-0.29518,-0.5485,-0.79784,-0.35845,-0.50591,-0.65375,-0.86152,-0.77655,-0.93713,-0.85962,-0.73076,-0.91046,-0.99068,-1.08626,-1.58107,-1.71976,-1.63904,-1.54948,-1.63122,-1.4271,-1.30933,-1.33589,-1.49196,-1.58172,-1.46765,-1.49911,-1.6766,-1.77228,-1.5965,-1.67092,-1.63547,-1.74062,-1.77763,-1.76397,-1.59401
Aug1975,1.98918,2.12595,2.16776,2.07511,1.59902,1.42963,1.13119,0.79589,0.45607,0.12774,0.02161,0.01699,0.04452,0.30514,0.31169,0.0946,-0.1429,0.18393,0.04624,-0.11786,-0.32563,-0.28059,-0.45173,-0.36776,-0.23082,-0.43528,-0.51824,-0.61073,-1.13964,-1.36421,-1.29248,-1.22314,-1.31327,-1.1058,-0.97794,-1.01881,-1.17509,-1.30187,-1.16746,-1.17644,-1.39669,-1.53581,-1.33193,-1.42943,-1.37004,-1.48604,-1.52337,-1.50632
Sep1975,0.77687,1.67042,1.7882,1.85829,1.96428,1.61348,1.47077,1.21153,0.90067,0.5739,0.25871,0.1599,0.16206,0.19789,0.42958,0.43928,0.22937,0.01245,0.30471,0.18102,0.0244,-0.17634,-0.14936,-0.31814,-0.23623,-0.10165,-0.31109,-0.39559,-0.47935,-1.01987,-1.2718,-1.20024,-1.13328,-1.22903,-1.01751,-0.8862,-0.92844,-1.08863,-1.22552,-1.08415,-1.08769,-1.31117,-1.46127,-1.25008,-1.34521,-1.28365,-1.39478,-1.43182
Oct1975,0.0438,0.46735,1.50008,1.63184,1.69414,1.78383,1.52426,1.43339,1.18146,0.8744,0.54632,0.23949,0.13883,0.13386,0.16394,0.38132,0.39047,0.1906,-0.01416,0.25424,0.13801,-0.00846,-0.19713,-0.16848,-0.32519,-0.25256,-0.12663,-0.32159,-0.40138,-0.48201,-0.97491,-1.21414,-1.15694,-1.09873,-1.18638,-0.99361,-0.87024,-0.90924,-1.05838,-1.18576,-1.05373,-1.05458,-1.27308,-1.41488,-1.21433,-1.30647,-1.25057,-1.35376
Nov1975,-1.81982,-0.91043,-0.35326,0.75424,0.92718,1.05932,1.1739,0.96795,0.81043,0.58168,0.3674,0.08862,-0.15254,-0.25308,-0.26116,-0.2403,-0.00145,0.00684,-0.18401,-0.36622,-0.07245,-0.1911,-0.33605,-0.50488,-0.45214,-0.59726,-0.53017,-0.41298,-0.59635,-0.6777,-0.75765,-1.20234,-1.40037,-1.35783,-1.30152,-1.39588,-1.22343,-1.10473,-1.14063,-1.28532,-1.38606,-1.2602,-1.26603,-1.46313,-1.58157,-1.3968,-1.47016,-1.41942
Dec1975,-0.84039,-1.80915,-1.10456,-0.64768,0.40906,0.61684,0.78459,0.91777,0.73784,0.58083,0.37073,0.17361,-0.08575,-0.30782,-0.40991,-0.41135,-0.3913,-0.16307,-0.15859,-0.33586,-0.50598,-0.22081,-0.33568,-0.4613,-0.60526,-0.54919,-0.68256,-0.62343,-0.51751,-0.69107,-0.76974,-0.84668,-1.25656,-1.4452,-1.40658,-1.3519,-1.44102,-1.27772,-1.16269,-1.19725,-1.33798,-1.43167,-1.31063,-1.31908,-1.4984,-1.61136,-1.43802,-1.51108
Jan1976,-1.22185,-1.27384,-1.79111,-1.30902,-0.91637,0.12209,0.36459,0.55868,0.68903,0.57649,0.41976,0.19873,-0.00132,-0.26225,-0.44092,-0.54185,-0.54478,-0.52502,-0.28636,-0.28206,-0.44958,-0.62043,-0.33237,-0.44061,-0.56083,-0.70531,-0.64974,-0.78013,-0.7212,-0.62276,-0.78768,-0.86534,-0.9406,-1.3293,-1.50351,-1.46607,-1.40725,-1.494,-1.33892,-1.22708,-1.26167,-1.39737,-1.48107,-1.36698,-1.37662,-1.54105,-1.64816,-1.4875
Feb1976,-0.6319,-1.18707,-1.27503,-1.69121,-1.33307,-0.99858,-0.05958,0.19753,0.38643,0.51198,0.42647,0.2898,0.09855,-0.08734,-0.34541,-0.52197,-0.62507,-0.63024,-0.61612,-0.38007,-0.37604,-0.53873,-0.70013,-0.41813,-0.52471,-0.63881,-0.77728,-0.72675,-0.85307,-0.79776,-0.70899,-0.8682,-0.94448,-1.02046,-1.37702,-1.53642,-1.50356,-1.44704,-1.52543,-1.39064,-1.28919,-1.31828,-1.44348,-1.52018,-1.41355,-1.42125,-1.5665,-1.66202
Mar1976,-1.19801,-1.29291,-1.50512,-1.59663,-1.90667,-1.6386,-1.33075,-0.43593,-0.1323,0.0801,0.21592,0.19009,0.06046,-0.12116,-0.30614,-0.54427,-0.7086,-0.81414,-0.82421,-0.82117,-0.56219,-0.55991,-0.72123,-0.88952,-0.58433,-0.68986,-0.80258,-0.94159,-0.89198,-1.01827,-0.96056,-0.87803,-1.02472,-1.09965,-1.1748,-1.51956,-1.67231,-1.64131,-1.57361,-1.65827,-1.52631,-1.42606,-1.45321,-1.57434,-1.63112,-1.52737,-1.53607,-1.65652
Apr1976,-0.88235,-1.29905,-1.47438,-1.624,-1.77084,-2.00448,-1.89955,-1.68233,-0.81213,-0.46122,-0.23127,-0.06179,-0.07301,-0.1913,-0.38542,-0.56991,-0.77764,-0.9417,-1.04553,-1.04961,-1.06465,-0.7814,-0.77609,-0.94748,-1.11961,-0.7775,-0.87947,-0.98739,-1.124,-1.06017,-1.18415,-1.12388,-1.05598,-1.19448,-1.26985,-1.34841,-1.67311,-1.81162,-1.78415,-1.71703,-1.81613,-1.67957,-1.57709,-1.60894,-1.74559,-1.78886,-1.68314,-1.70908
May1976,0.36172,-0.47525,-1.01776,-1.20004,-1.38066,-1.57837,-1.83973,-1.78417,-1.57111,-0.70894,-0.36695,-0.14994,0.02812,-0.00778,-0.1249,-0.32618,-0.50957,-0.71977,-0.89357,-0.99644,-0.99727,-1.00829,-0.7294,-0.72278,-0.90072,-1.07983,-0.74275,-0.8475,-0.958,-1.09592,-1.03169,-1.15579,-1.09589,-1.02626,-1.16967,-1.24783,-1.33787,-1.67613,-1.81998,-1.79097,-1.73372,-1.81531,-1.66553,-1.56442,-1.58971,-1.71828,-1.76021,-1.65688
Jun1976,-0.49624,0.07899,-0.62241,-1.10662,-1.24208,-1.40542,-1.56426,-1.83214,-1.84253,-1.66384,-0.7972,-0.44212,-0.21613,-0.03392,-0.06616,-0.18612,-0.38846,-0.56543,-0.77448,-0.94359,-1.04407,-1.04686,-1.05888,-0.78124,-0.77592,-0.9562,-1.1383,-0.79086,-0.89555,-1.00141,-1.1416,-1.07595,-1.19544,-1.13638,-1.07356,-1.21147,-1.28789,-1.37537,-1.70441,-1.84596,-1.81472,-1.75893,-1.8374,-1.69346,-1.59692,-1.62245,-1.7526,-1.79405
Jul1976,0.75567,0.28265,0.46325,-0.26851,-0.76999,-0.92655,-1.11049,-1.24087,-1.4753,-1.46912,-1.32339,-0.53455,-0.2401,-0.04028,0.11678,0.09496,-0.02977,-0.2213,-0.40271,-0.61949,-0.80507,-0.90733,-0.90762,-0.91173,-0.65307,-0.6485,-0.82706,-1.02008,-0.68524,-0.79368,-0.90929,-1.04887,-0.98988,-1.11326,-1.05395,-0.98621,-1.12647,-1.1974,-1.27441,-1.60136,-1.75164,-1.71834,-1.67987,-1.75577,-1.61736,-1.52873,-1.56173,-1.68968
Aug1976,-0.48225,0.01958,-0.14229,0.03435,-0.48208,-0.87666,-1.03243,-1.17711,-1.27029,-1.48477,-1.49941,-1.37482,-0.67841,-0.39496,-0.19387,-0.03513,-0.02945,-0.15148,-0.33491,-0.50641,-0.71515,-0.90207,-1.00605,-1.00461,-1.01603,-0.74419,-0.74293,-0.93498,-1.14721,-0.77645,-0.8873,-1.00078,-1.15217,-1.08737,-1.21305,-1.15333,-1.08885,-1.2323,-1.30467,-1.38506,-1.721,-1.88419,-1.85193,-1.80783,-1.86978,-1.73325,-1.6432,-1.67186
Sep1976,-0.5783,-0.61834,-0.2189,-0.30952,-0.18946,-0.60381,-0.94129,-1.07908,-1.21104,-1.29436,-1.48977,-1.50442,-1.401,-0.75048,-0.47783,-0.28409,-0.13488,-0.12044,-0.23002,-0.40572,-0.57282,-0.78051,-0.97153,-1.07698,-1.08205,-1.10769,-0.82838,-0.82794,-1.02866,-1.24966,-0.8556,-0.96722,-1.07596,-1.23613,-1.16776,-1.29561,-1.23268,-1.17236,-1.31413,-1.38528,-1.46241,-1.7803,-1.94531,-1.91101,-1.85426,-1.90439,-1.7699,-1.68825
Oct1976,-1.58871,-1.37353,-1.22548,-0.75761,-0.77093,-0.63823,-0.94726,-1.20999,-1.32105,-1.43858,-1.50894,-1.69573,-1.73002,-1.62746,-1.05104,-0.76828,-0.58747,-0.43392,-0.40833,-0.49894,-0.65922,-0.80356,-0.9851,-1.14507,-1.24154,-1.24822,-1.28233,-1.02362,-1.03242,-1.21733,-1.4043,-1.03431,-1.13642,-1.22598,-1.37773,-1.31294,-1.42781,-1.36565,-1.31969,-1.43651,-1.49885,-1.56987,-1.85515,-1.99892,-1.95857,-1.90754,-1.95365,-1.84078
Nov1976,-0.21468,-1.21048,-1.33398,-1.2575,-0.80909,-0.82824,-0.69246,-0.96647,-1.20875,-1.31567,-1.44395,-1.51713,-1.67324,-1.69416,-1.5917,-1.11608,-0.86976,-0.71468,-0.5764,-0.54555,-0.61324,-0.76177,-0.89675,-1.05173,-1.19414,-1.27674,-1.28274,-1.31631,-1.09066,-1.10504,-1.27036,-1.42762,-1.10227,-1.20385,-1.29124,-1.44035,-1.39126,-1.49907,-1.44302,-1.39636,-1.49658,-1.54727,-1.61524,-1.88192,-2.00915,-1.95918,-1.90563,-1.94438
Dec1976,-0.37969,-0.4737,-1.12121,-1.2506,-1.25408,-0.89374,-0.9239,-0.80114,-1.01791,-1.24059,-1.34633,-1.47238,-1.55366,-1.69769,-1.69619,-1.58915,-1.13993,-0.91131,-0.76972,-0.64503,-0.62149,-0.67722,-0.81859,-0.93523,-1.07214,-1.20446,-1.28378,-1.28404,-1.31816,-1.11105,-1.1278,-1.28432,-1.42633,-1.12818,-1.22484,-1.30892,-1.4497,-1.40604,-1.5095,-1.45586,-1.41042,-1.50641,-1.55584,-1.62404,-1.86783,-1.99601,-1.95308,-1.90794
Jan1977,1.26172,0.49661,0.14423,-0.40947,-0.62138,-0.74708,-0.51159,-0.55799,-0.4729,-0.735,-1.01578,-1.12968,-1.26133,-1.36165,-1.50177,-1.48746,-1.37968,-0.90861,-0.6929,-0.5491,-0.4273,-0.41461,-0.48651,-0.62416,-0.7499,-0.89141,-1.02796,-1.10703,-1.10811,-1.13229,-0.93427,-0.94592,-1.09582,-1.24006,-0.95817,-1.0533,-1.14612,-1.27764,-1.23854,-1.34679,-1.29523,-1.23918,-1.34655,-1.40232,-1.46536,-1.72104,-1.85505,-1.81884
Feb1977,0.45815,0.94535,0.40932,0.1655,-0.2985,-0.48553,-0.6236,-0.40767,-0.4537,-0.37066,-0.63326,-0.91907,-1.03905,-1.18513,-1.30269,-1.45458,-1.43733,-1.32902,-0.85557,-0.64893,-0.51027,-0.39918,-0.38803,-0.45943,-0.59543,-0.71975,-0.85588,-0.9918,-1.07126,-1.0722,-1.09343,-0.91201,-0.92381,-1.06875,-1.20459,-0.94602,-1.03612,-1.12584,-1.24706,-1.21618,-1.32134,-1.27062,-1.21177,-1.31767,-1.37264,-1.42969,-1.67092,-1.7966
Mar1977,-1.02096,-0.61746,0.12681,-0.18957,-0.27964,-0.66295,-0.81029,-0.94886,-0.70255,-0.74889,-0.6535,-0.89567,-1.16108,-1.27028,-1.40086,-1.4914,-1.64665,-1.61638,-1.51766,-1.0403,-0.81155,-0.6675,-0.54854,-0.53926,-0.59965,-0.73464,-0.85819,-0.99474,-1.12833,-1.20798,-1.20371,-1.23119,-1.04475,-1.05632,-1.19831,-1.32888,-1.07134,-1.16047,-1.2416,-1.36621,-1.33378,-1.43848,-1.38632,-1.326,-1.41674,-1.46998,-1.52644,-1.74108
Apr1977,1.76178,1.05847,0.99622,1.24339,0.94775,0.66172,0.33074,0.20382,0.08055,0.22507,0.16869,0.23459,-0.03881,-0.36701,-0.52345,-0.70958,-0.87624,-1.0725,-1.04499,-0.91615,-0.38898,-0.20639,-0.07332,0.02522,0.01664,-0.07617,-0.2191,-0.37151,-0.50467,-0.66266,-0.75198,-0.75661,-0.76869,-0.59098,-0.59548,-0.72376,-0.88623,-0.63659,-0.72732,-0.83787,-0.96249,-0.92417,-1.03942,-0.98654,-0.90666,-1.03795,-1.10243,-1.17066
May1977,0.80997,1.70805,1.23148,1.17868,1.41995,1.11316,0.82294,0.51845,0.40402,0.31585,0.4231,0.35874,0.43515,0.14056,-0.18014,-0.34421,-0.53357,-0.71316,-0.925,-0.90028,-0.76768,-0.24008,-0.06872,0.06278,0.15085,0.13317,0.03643,-0.1007,-0.25552,-0.38871,-0.55475,-0.64338,-0.65067,-0.65856,-0.48387,-0.48963,-0.61707,-0.78886,-0.53941,-0.6314,-0.75099,-0.87513,-0.83407,-0.95348,-0.90056,-0.8152,-0.95227,-1.01805
Jun1977,0.67527,0.98882,1.8346,1.39626,1.32058,1.54424,1.20426,0.89399,0.61175,0.51023,0.42911,0.51842,0.45816,0.53219,0.23664,-0.08628,-0.25286,-0.44258,-0.62907,-0.84478,-0.82156,-0.68868,-0.16737,-0.00447,0.12803,0.21852,0.19697,0.09583,-0.04085,-0.19701,-0.33246,-0.50632,-0.59559,-0.60429,-0.61186,-0.4386,-0.44417,-0.5665,-0.7409,-0.49625,-0.58763,-0.7084,-0.83117,-0.79132,-0.9114,-0.85986,-0.77283,-0.91074
